dteday,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month,year,dow,woy,peak_hr,atemp_windspeed,hr_cat,temp_cat,hum_cat,cnt_season
2011-02-06,817,2011-02-06,1,0,2,11,0,0,0,1,0.32,0.303,0.49,0.2537,28,89,117,6,2,2011,6,5,1,0,2,1,1,419006
2011-02-06,818,2011-02-06,1,0,2,12,0,0,0,1,0.34,0.3333,0.46,0.0,48,126,174,6,2,2011,6,5,1,0,2,1,1,419006
2011-02-06,819,2011-02-06,1,0,2,13,0,0,0,1,0.34,0.3636,0.46,0.0,47,135,182,6,2,2011,6,5,1,0,2,1,1,419006
2011-02-06,820,2011-02-06,1,0,2,14,0,0,0,1,0.34,0.3485,0.46,0.0896,47,114,161,6,2,2011,6,5,1,0,2,1,1,419006
2011-02-06,821,2011-02-06,1,0,2,15,0,0,0,1,0.34,0.3485,0.46,0.0896,52,130,182,6,2,2011,6,5,1,0,2,1,1,419006
2011-02-06,822,2011-02-06,1,0,2,16,0,0,0,1,0.34,0.3485,0.49,0.1045,42,115,157,6,2,2011,6,5,1,0,3,1,1,419006
2011-02-06,823,2011-02-06,1,0,2,17,0,0,0,1,0.34,0.3636,0.46,0.0,24,97,121,6,2,2011,6,5,1,0,3,1,1,419006
2011-02-06,824,2011-02-06,1,0,2,18,0,0,0,1,0.3,0.303,0.56,0.1642,13,65,78,6,2,2011,6,5,1,0,3,1,1,419006
2011-02-06,825,2011-02-06,1,0,2,19,0,0,0,1,0.28,0.2879,0.61,0.1343,1,20,21,6,2,2011,6,5,1,0,3,1,1,419006
2011-02-06,826,2011-02-06,1,0,2,20,0,0,0,1,0.28,0.2879,0.61,0.1045,5,21,26,6,2,2011,6,5,0,0,4,1,1,419006
2011-02-06,827,2011-02-06,1,0,2,21,0,0,0,1,0.26,0.303,0.6,0.0,5,22,27,6,2,2011,6,5,0,0,4,0,1,419006
2011-02-06,828,2011-02-06,1,0,2,22,0,0,0,1,0.26,0.303,0.6,0.0,5,57,62,6,2,2011,6,5,0,0,5,0,1,419006
2011-02-06,829,2011-02-06,1,0,2,23,0,0,0,1,0.24,0.2879,0.65,0.0,4,26,30,6,2,2011,6,5,0,0,5,0,2,419006
2011-02-07,830,2011-02-07,1,0,2,0,0,1,1,1,0.24,0.2879,0.65,0.0,1,14,15,7,2,2011,0,6,0,0,0,0,2,419006
2011-02-07,831,2011-02-07,1,0,2,1,0,1,1,1,0.22,0.2727,0.75,0.0,1,4,5,7,2,2011,0,6,0,0,0,0,2,419006
2011-02-07,832,2011-02-07,1,0,2,2,0,1,1,1,0.2,0.2576,0.8,0.0,0,3,3,7,2,2011,0,6,0,0,0,0,2,419006
2011-02-07,833,2011-02-07,1,0,2,3,0,1,1,1,0.2,0.2576,0.86,0.0,0,1,1,7,2,2011,0,6,0,0,0,0,3,419006
2011-02-07,834,2011-02-07,1,0,2,4,0,1,1,1,0.2,0.2576,0.86,0.0,1,1,2,7,2,2011,0,6,0,0,0,0,3,419006
2011-02-07,835,2011-02-07,1,0,2,5,0,1,1,1,0.2,0.2576,0.86,0.0,1,9,10,7,2,2011,0,6,0,0,0,0,3,419006
2011-02-07,836,2011-02-07,1,0,2,6,0,1,1,1,0.18,0.2424,0.93,0.0,1,29,30,7,2,2011,0,6,0,0,0,0,3,419006
2011-02-07,837,2011-02-07,1,0,2,7,0,1,1,1,0.18,0.2424,0.86,0.0,6,89,95,7,2,2011,0,6,1,0,1,0,3,419006
2011-02-07,838,2011-02-07,1,0,2,8,0,1,1,2,0.16,0.2273,1.0,0.0,7,223,230,7,2,2011,0,6,1,0,1,0,3,419006
2011-02-07,839,2011-02-07,1,0,2,9,0,1,1,1,0.22,0.2727,0.8,0.0,3,115,118,7,2,2011,0,6,1,0,2,0,2,419006
2011-02-07,840,2011-02-07,1,0,2,10,0,1,1,1,0.24,0.2576,0.75,0.1045,6,49,55,7,2,2011,0,6,0,0,2,0,2,419006
2011-02-07,841,2011-02-07,1,0,2,11,0,1,1,1,0.3,0.3182,0.65,0.0896,11,36,47,7,2,2011,0,6,0,0,2,1,2,419006
2011-02-07,842,2011-02-07,1,0,2,12,0,1,1,2,0.32,0.3485,0.62,0.0,7,59,66,7,2,2011,0,6,0,0,2,1,1,419006
2011-02-07,843,2011-02-07,1,0,2,13,0,1,1,2,0.36,0.3636,0.57,0.0896,10,54,64,7,2,2011,0,6,0,0,2,2,1,419006
2011-02-07,844,2011-02-07,1,0,2,14,0,1,1,2,0.36,0.3636,0.57,0.0896,8,52,60,7,2,2011,0,6,0,0,2,2,1,419006
2011-02-07,845,2011-02-07,1,0,2,15,0,1,1,2,0.38,0.3939,0.54,0.0896,4,46,50,7,2,2011,0,6,0,0,2,2,1,419006
2011-02-07,846,2011-02-07,1,0,2,16,0,1,1,2,0.36,0.3485,0.57,0.1343,16,98,114,7,2,2011,0,6,0,0,3,2,1,419006
2011-02-07,847,2011-02-07,1,0,2,17,0,1,1,2,0.32,0.3182,0.7,0.1642,9,207,216,7,2,2011,0,6,1,0,3,1,2,419006
2011-02-07,848,2011-02-07,1,0,2,18,0,1,1,2,0.34,0.3333,0.66,0.1343,5,170,175,7,2,2011,0,6,1,0,3,1,2,419006
2011-02-07,849,2011-02-07,1,0,2,19,0,1,1,2,0.32,0.3485,0.7,0.0,5,123,128,7,2,2011,0,6,1,0,3,1,2,419006
2011-02-07,850,2011-02-07,1,0,2,20,0,1,1,2,0.32,0.3333,0.7,0.1045,6,82,88,7,2,2011,0,6,0,0,4,1,2,419006
2011-02-07,851,2011-02-07,1,0,2,21,0,1,1,1,0.32,0.3485,0.7,0.0,3,75,78,7,2,2011,0,6,0,0,4,1,2,419006
2011-02-07,852,2011-02-07,1,0,2,22,0,1,1,1,0.28,0.303,0.81,0.0896,3,34,37,7,2,2011,0,6,0,0,5,1,2,419006
2011-02-07,853,2011-02-07,1,0,2,23,0,1,1,2,0.3,0.3333,0.81,0.0,6,19,25,7,2,2011,0,6,0,0,5,1,2,419006
2011-02-08,854,2011-02-08,1,0,2,0,0,2,1,2,0.28,0.3182,0.87,0.0,4,6,10,8,2,2011,1,6,0,0,0,1,3,419006
2011-02-08,855,2011-02-08,1,0,2,1,0,2,1,2,0.28,0.3182,0.87,0.0,0,4,4,8,2,2011,1,6,0,0,0,1,3,419006
2011-02-08,856,2011-02-08,1,0,2,2,0,2,1,2,0.26,0.2727,0.93,0.1045,1,1,2,8,2,2011,1,6,0,0,0,0,3,419006
2011-02-08,857,2011-02-08,1,0,2,3,0,2,1,3,0.28,0.2727,0.93,0.1642,0,1,1,8,2,2011,1,6,0,0,0,1,3,419006
2011-02-08,858,2011-02-08,1,0,2,4,0,2,1,1,0.26,0.2576,0.93,0.1642,0,3,3,8,2,2011,1,6,0,0,0,0,3,419006
2011-02-08,859,2011-02-08,1,0,2,5,0,2,1,1,0.26,0.2273,0.81,0.3284,0,2,2,8,2,2011,1,6,0,0,0,0,2,419006
2011-02-08,860,2011-02-08,1,0,2,6,0,2,1,1,0.26,0.2273,0.7,0.3284,0,39,39,8,2,2011,1,6,0,0,0,0,2,419006
2011-02-08,861,2011-02-08,1,0,2,7,0,2,1,1,0.24,0.19699999999999998,0.65,0.4179,3,97,100,8,2,2011,1,6,1,0,1,0,2,419006
2011-02-08,862,2011-02-08,1,0,2,8,0,2,1,1,0.24,0.19699999999999998,0.56,0.4925,7,236,243,8,2,2011,1,6,1,0,1,0,1,419006
2011-02-08,863,2011-02-08,1,0,2,9,0,2,1,1,0.24,0.19699999999999998,0.52,0.4925,7,128,135,8,2,2011,1,6,1,0,2,0,1,419006
2011-02-08,864,2011-02-08,1,0,2,10,0,2,1,1,0.22,0.1818,0.47,0.5522,4,44,48,8,2,2011,1,6,0,0,2,0,1,419006
2011-02-08,865,2011-02-08,1,0,2,11,0,2,1,1,0.22,0.1818,0.47,0.4627,1,49,50,8,2,2011,1,6,0,0,2,0,1,419006
2011-02-08,866,2011-02-08,1,0,2,12,0,2,1,1,0.24,0.19699999999999998,0.38,0.4925,2,63,65,8,2,2011,1,6,0,0,2,0,0,419006
2011-02-08,867,2011-02-08,1,0,2,13,0,2,1,2,0.24,0.19699999999999998,0.32,0.4478,2,48,50,8,2,2011,1,6,0,0,2,0,0,419006
2011-02-08,868,2011-02-08,1,0,2,14,0,2,1,1,0.22,0.19699999999999998,0.37,0.4179,3,61,64,8,2,2011,1,6,0,0,2,0,0,419006
2011-02-08,869,2011-02-08,1,0,2,15,0,2,1,1,0.22,0.19699999999999998,0.35,0.3881,6,45,51,8,2,2011,1,6,0,0,2,0,0,419006
2011-02-08,870,2011-02-08,1,0,2,16,0,2,1,1,0.22,0.1818,0.35,0.5224,4,79,83,8,2,2011,1,6,0,0,3,0,0,419006
2011-02-08,871,2011-02-08,1,0,2,17,0,2,1,1,0.22,0.1818,0.32,0.5821,4,172,176,8,2,2011,1,6,1,0,3,0,0,419006
2011-02-08,872,2011-02-08,1,0,2,18,0,2,1,1,0.2,0.1818,0.32,0.3881,1,151,152,8,2,2011,1,6,1,0,3,0,0,419006
2011-02-08,873,2011-02-08,1,0,2,19,0,2,1,1,0.16,0.1212,0.4,0.4627,1,100,101,8,2,2011,1,6,1,0,3,0,0,419006
2011-02-08,874,2011-02-08,1,0,2,20,0,2,1,1,0.16,0.1364,0.4,0.3284,3,53,56,8,2,2011,1,6,0,0,4,0,0,419006
2011-02-08,875,2011-02-08,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0.4627,8,46,54,8,2,2011,1,6,0,0,4,0,0,419006
2011-02-08,876,2011-02-08,1,0,2,22,0,2,1,1,0.12,0.1061,0.33,0.3582,0,29,29,8,2,2011,1,6,0,0,5,0,0,419006
2011-02-08,877,2011-02-08,1,0,2,23,0,2,1,1,0.12,0.1061,0.33,0.3284,3,9,12,8,2,2011,1,6,0,0,5,0,0,419006
2011-02-09,878,2011-02-09,1,0,2,0,0,3,1,1,0.1,0.0758,0.36,0.3582,0,17,17,9,2,2011,2,6,0,0,0,0,0,419006
2011-02-09,879,2011-02-09,1,0,2,1,0,3,1,1,0.1,0.1061,0.36,0.2239,0,7,7,9,2,2011,2,6,0,0,0,0,0,419006
2011-02-09,880,2011-02-09,1,0,2,2,0,3,1,1,0.08,0.0758,0.38,0.2836,1,2,3,9,2,2011,2,6,0,0,0,0,0,419006
2011-02-09,881,2011-02-09,1,0,2,3,0,3,1,1,0.06,0.0758,0.45,0.1343,0,2,2,9,2,2011,2,6,0,0,0,0,1,419006
2011-02-09,882,2011-02-09,1,0,2,5,0,3,1,1,0.06,0.1061,0.45,0.1045,0,7,7,9,2,2011,2,6,0,0,0,0,1,419006
2011-02-09,883,2011-02-09,1,0,2,6,0,3,1,1,0.06,0.1515,0.45,0.0,0,43,43,9,2,2011,2,6,0,0,0,0,1,419006
2011-02-09,884,2011-02-09,1,0,2,7,0,3,1,1,0.06,0.1061,0.49,0.1045,4,95,99,9,2,2011,2,6,1,0,1,0,1,419006
2011-02-09,885,2011-02-09,1,0,2,8,0,3,1,1,0.1,0.1364,0.42,0.0,1,198,199,9,2,2011,2,6,1,0,1,0,0,419006
2011-02-09,886,2011-02-09,1,0,2,9,0,3,1,1,0.12,0.1364,0.39,0.1642,4,119,123,9,2,2011,2,6,1,0,2,0,0,419006
2011-02-09,887,2011-02-09,1,0,2,10,0,3,1,1,0.14,0.1818,0.36,0.0,8,51,59,9,2,2011,2,6,0,0,2,0,0,419006
2011-02-09,888,2011-02-09,1,0,2,11,0,3,1,2,0.14,0.1515,0.43,0.1642,1,40,41,9,2,2011,2,6,0,0,2,0,0,419006
2011-02-09,889,2011-02-09,1,0,2,12,0,3,1,2,0.18,0.1818,0.4,0.2239,4,57,61,9,2,2011,2,6,0,0,2,0,0,419006
2011-02-09,890,2011-02-09,1,0,2,13,0,3,1,1,0.18,0.1667,0.4,0.2537,2,67,69,9,2,2011,2,6,0,0,2,0,0,419006
2011-02-09,891,2011-02-09,1,0,2,14,0,3,1,1,0.2,0.1818,0.34,0.2985,2,56,58,9,2,2011,2,6,0,0,2,0,0,419006
2011-02-09,892,2011-02-09,1,0,2,15,0,3,1,2,0.2,0.1818,0.34,0.2836,3,61,64,9,2,2011,2,6,0,0,2,0,0,419006
2011-02-09,893,2011-02-09,1,0,2,16,0,3,1,2,0.2,0.19699999999999998,0.37,0.2537,7,72,79,9,2,2011,2,6,0,0,3,0,0,419006
2011-02-09,894,2011-02-09,1,0,2,17,0,3,1,2,0.2,0.19699999999999998,0.34,0.2537,9,157,166,9,2,2011,2,6,1,0,3,0,0,419006
2011-02-09,895,2011-02-09,1,0,2,18,0,3,1,2,0.18,0.1667,0.47,0.2985,2,168,170,9,2,2011,2,6,1,0,3,0,1,419006
2011-02-09,896,2011-02-09,1,0,2,19,0,3,1,3,0.14,0.1212,0.86,0.2537,1,87,88,9,2,2011,2,6,1,0,3,0,3,419006
2011-02-09,897,2011-02-09,1,0,2,20,0,3,1,3,0.14,0.1515,0.86,0.1642,0,84,84,9,2,2011,2,6,0,0,4,0,3,419006
2011-02-09,898,2011-02-09,1,0,2,21,0,3,1,2,0.14,0.1515,0.86,0.1642,0,83,83,9,2,2011,2,6,0,0,4,0,3,419006
2011-02-09,899,2011-02-09,1,0,2,22,0,3,1,3,0.16,0.1667,0.8,0.1642,4,42,46,9,2,2011,2,6,0,0,5,0,2,419006
2011-02-09,900,2011-02-09,1,0,2,23,0,3,1,3,0.16,0.1515,0.8,0.19399999999999998,0,37,37,9,2,2011,2,6,0,0,5,0,2,419006
2011-02-10,901,2011-02-10,1,0,2,0,0,4,1,3,0.14,0.1364,0.86,0.19399999999999998,0,16,16,10,2,2011,3,6,0,0,0,0,3,419006
2011-02-10,902,2011-02-10,1,0,2,1,0,4,1,3,0.14,0.1515,0.8,0.1343,0,7,7,10,2,2011,3,6,0,0,0,0,2,419006
2011-02-10,903,2011-02-10,1,0,2,2,0,4,1,3,0.14,0.1515,0.8,0.1343,0,3,3,10,2,2011,3,6,0,0,0,0,2,419006
2011-02-10,904,2011-02-10,1,0,2,4,0,4,1,2,0.14,0.1364,0.59,0.2239,0,1,1,10,2,2011,3,6,0,0,0,0,1,419006
2011-02-10,905,2011-02-10,1,0,2,5,0,4,1,2,0.12,0.1212,0.5,0.2239,0,6,6,10,2,2011,3,6,0,0,0,0,1,419006
2011-02-10,906,2011-02-10,1,0,2,6,0,4,1,2,0.12,0.1212,0.54,0.2836,0,26,26,10,2,2011,3,6,0,0,0,0,1,419006
2011-02-10,907,2011-02-10,1,0,2,7,0,4,1,1,0.1,0.0758,0.5,0.4179,0,99,99,10,2,2011,3,6,1,0,1,0,1,419006
2011-02-10,908,2011-02-10,1,0,2,8,0,4,1,1,0.1,0.0758,0.49,0.3284,5,173,178,10,2,2011,3,6,1,0,1,0,1,419006
2011-02-10,909,2011-02-10,1,0,2,9,0,4,1,1,0.12,0.1061,0.42,0.3582,1,121,122,10,2,2011,3,6,1,0,2,0,0,419006
2011-02-10,910,2011-02-10,1,0,2,10,0,4,1,1,0.12,0.1061,0.42,0.2985,1,34,35,10,2,2011,3,6,0,0,2,0,0,419006
2011-02-10,911,2011-02-10,1,0,2,11,0,4,1,1,0.14,0.1212,0.39,0.3582,1,44,45,10,2,2011,3,6,0,0,2,0,0,419006
2011-02-10,912,2011-02-10,1,0,2,12,0,4,1,1,0.16,0.1364,0.34,0.3881,4,65,69,10,2,2011,3,6,0,0,2,0,0,419006
2011-02-10,913,2011-02-10,1,0,2,13,0,4,1,1,0.18,0.1667,0.29,0.2985,3,59,62,10,2,2011,3,6,0,0,2,0,0,419006
2011-02-10,914,2011-02-10,1,0,2,14,0,4,1,1,0.2,0.1818,0.27,0.2836,6,42,48,10,2,2011,3,6,0,0,2,0,0,419006
2011-02-10,915,2011-02-10,1,0,2,15,0,4,1,1,0.2,0.19699999999999998,0.25,0.2537,0,50,50,10,2,2011,3,6,0,0,2,0,0,419006
2011-02-10,916,2011-02-10,1,0,2,16,0,4,1,1,0.2,0.1818,0.27,0.2985,4,76,80,10,2,2011,3,6,0,0,3,0,0,419006
2011-02-10,917,2011-02-10,1,0,2,17,0,4,1,1,0.18,0.1818,0.26,0.19399999999999998,6,159,165,10,2,2011,3,6,1,0,3,0,0,419006
2011-02-10,918,2011-02-10,1,0,2,18,0,4,1,1,0.16,0.1818,0.28,0.1343,3,157,160,10,2,2011,3,6,1,0,3,0,0,419006
2011-02-10,919,2011-02-10,1,0,2,19,0,4,1,1,0.14,0.1667,0.28,0.1045,2,110,112,10,2,2011,3,6,1,0,3,0,0,419006
2011-02-10,920,2011-02-10,1,0,2,20,0,4,1,1,0.14,0.1818,0.31,0.0896,4,93,97,10,2,2011,3,6,0,0,4,0,0,419006
2011-02-10,921,2011-02-10,1,0,2,21,0,4,1,1,0.14,0.2121,0.39,0.0,2,70,72,10,2,2011,3,6,0,0,4,0,0,419006
2011-02-10,922,2011-02-10,1,0,2,22,0,4,1,1,0.12,0.19699999999999998,0.39,0.0,4,47,51,10,2,2011,3,6,0,0,5,0,0,419006
2011-02-10,923,2011-02-10,1,0,2,23,0,4,1,1,0.12,0.1515,0.42,0.1045,1,33,34,10,2,2011,3,6,0,0,5,0,0,419006
2011-02-11,924,2011-02-11,1,0,2,0,0,5,1,1,0.1,0.1364,0.49,0.1045,2,12,14,11,2,2011,4,6,0,0,0,0,1,419006
2011-02-11,925,2011-02-11,1,0,2,1,0,5,1,1,0.1,0.1364,0.54,0.0896,1,6,7,11,2,2011,4,6,0,0,0,0,1,419006
2011-02-11,926,2011-02-11,1,0,2,2,0,5,1,1,0.1,0.1364,0.54,0.0896,0,3,3,11,2,2011,4,6,0,0,0,0,1,419006
2011-02-11,927,2011-02-11,1,0,2,5,0,5,1,1,0.08,0.1212,0.63,0.0896,0,4,4,11,2,2011,4,6,0,0,0,0,2,419006
2011-02-11,928,2011-02-11,1,0,2,6,0,5,1,1,0.1,0.1818,0.68,0.0,1,23,24,11,2,2011,4,6,0,0,0,0,2,419006
2011-02-11,929,2011-02-11,1,0,2,7,0,5,1,1,0.08,0.1667,0.73,0.0,1,73,74,11,2,2011,4,6,1,0,1,0,2,419006
2011-02-11,930,2011-02-11,1,0,2,8,0,5,1,1,0.1,0.1212,0.74,0.1642,4,212,216,11,2,2011,4,6,1,0,1,0,2,419006
2011-02-11,931,2011-02-11,1,0,2,9,0,5,1,1,0.12,0.1212,0.74,0.2239,8,132,140,11,2,2011,4,6,1,0,2,0,2,419006
2011-02-11,932,2011-02-11,1,0,2,10,0,5,1,1,0.14,0.1364,0.69,0.19399999999999998,5,39,44,11,2,2011,4,6,0,0,2,0,2,419006
2011-02-11,933,2011-02-11,1,0,2,11,0,5,1,1,0.22,0.2273,0.47,0.1343,12,52,64,11,2,2011,4,6,0,0,2,0,1,419006
2011-02-11,934,2011-02-11,1,0,2,12,0,5,1,1,0.22,0.2273,0.47,0.1343,7,64,71,11,2,2011,4,6,0,0,2,0,1,419006
2011-02-11,935,2011-02-11,1,0,2,13,0,5,1,1,0.24,0.2273,0.35,0.19399999999999998,21,89,110,11,2,2011,4,6,0,0,2,0,0,419006
2011-02-11,936,2011-02-11,1,0,2,14,0,5,1,1,0.3,0.2879,0.26,0.2537,17,67,84,11,2,2011,4,6,0,0,2,1,0,419006
2011-02-11,937,2011-02-11,1,0,2,15,0,5,1,1,0.32,0.3182,0.21,0.1642,12,62,74,11,2,2011,4,6,0,0,2,1,0,419006
2011-02-11,938,2011-02-11,1,0,2,16,0,5,1,1,0.3,0.2879,0.28,0.19399999999999998,14,111,125,11,2,2011,4,6,0,0,3,1,0,419006
2011-02-11,939,2011-02-11,1,0,2,17,0,5,1,1,0.3,0.3333,0.24,0.0,18,193,211,11,2,2011,4,6,1,0,3,1,0,419006
2011-02-11,940,2011-02-11,1,0,2,18,0,5,1,1,0.28,0.3182,0.28,0.0,9,165,174,11,2,2011,4,6,1,0,3,1,0,419006
2011-02-11,941,2011-02-11,1,0,2,19,0,5,1,1,0.26,0.303,0.33,0.0,7,94,101,11,2,2011,4,6,1,0,3,0,0,419006
2011-02-11,942,2011-02-11,1,0,2,20,0,5,1,1,0.22,0.2273,0.55,0.1343,2,61,63,11,2,2011,4,6,0,0,4,0,1,419006
2011-02-11,943,2011-02-11,1,0,2,21,0,5,1,1,0.2,0.2121,0.59,0.1343,1,46,47,11,2,2011,4,6,0,0,4,0,1,419006
2011-02-11,944,2011-02-11,1,0,2,22,0,5,1,1,0.2,0.2273,0.64,0.0896,2,41,43,11,2,2011,4,6,0,0,5,0,2,419006
2011-02-11,945,2011-02-11,1,0,2,23,0,5,1,1,0.18,0.2424,0.69,0.0,5,48,53,11,2,2011,4,6,0,0,5,0,2,419006
2011-02-12,946,2011-02-12,1,0,2,0,0,6,0,1,0.16,0.19699999999999998,0.69,0.0896,3,27,30,12,2,2011,5,6,0,0,0,0,2,419006
2011-02-12,947,2011-02-12,1,0,2,1,0,6,0,1,0.14,0.2121,0.86,0.0,2,22,24,12,2,2011,5,6,0,0,0,0,3,419006
2011-02-12,948,2011-02-12,1,0,2,2,0,6,0,1,0.14,0.2121,0.8,0.0,2,13,15,12,2,2011,5,6,0,0,0,0,2,419006
2011-02-12,949,2011-02-12,1,0,2,3,0,6,0,1,0.12,0.19699999999999998,0.8,0.0,3,7,10,12,2,2011,5,6,0,0,0,0,2,419006
2011-02-12,950,2011-02-12,1,0,2,4,0,6,0,1,0.12,0.1667,0.74,0.0896,0,4,4,12,2,2011,5,6,0,0,0,0,2,419006
2011-02-12,951,2011-02-12,1,0,2,5,0,6,0,1,0.12,0.1667,0.74,0.0896,0,1,1,12,2,2011,5,6,0,0,0,0,2,419006
2011-02-12,952,2011-02-12,1,0,2,6,0,6,0,1,0.12,0.1364,0.93,0.19399999999999998,1,1,2,12,2,2011,5,6,0,0,0,0,3,419006
2011-02-12,953,2011-02-12,1,0,2,7,0,6,0,1,0.12,0.1515,0.8,0.1045,2,9,11,12,2,2011,5,6,0,0,1,0,2,419006
2011-02-12,954,2011-02-12,1,0,2,8,0,6,0,1,0.14,0.1515,0.86,0.1343,2,28,30,12,2,2011,5,6,0,0,1,0,3,419006
2011-02-12,955,2011-02-12,1,0,2,9,0,6,0,1,0.16,0.1818,0.64,0.1343,5,38,43,12,2,2011,5,6,0,0,2,0,2,419006
2011-02-12,956,2011-02-12,1,0,2,10,0,6,0,1,0.22,0.2121,0.41,0.2537,13,71,84,12,2,2011,5,6,1,0,2,0,0,419006
2011-02-12,957,2011-02-12,1,0,2,11,0,6,0,1,0.3,0.2727,0.28,0.3284,30,84,114,12,2,2011,5,6,1,0,2,1,0,419006
2011-02-12,958,2011-02-12,1,0,2,12,0,6,0,1,0.3,0.2727,0.39,0.4627,27,93,120,12,2,2011,5,6,1,0,2,1,0,419006
2011-02-12,959,2011-02-12,1,0,2,13,0,6,0,1,0.3,0.2727,0.39,0.4179,32,103,135,12,2,2011,5,6,1,0,2,1,0,419006
2011-02-12,960,2011-02-12,1,0,2,14,0,6,0,1,0.34,0.3182,0.31,0.2836,30,90,120,12,2,2011,5,6,1,0,2,1,0,419006
2011-02-12,961,2011-02-12,1,0,2,15,0,6,0,1,0.34,0.303,0.29,0.4179,47,127,174,12,2,2011,5,6,1,0,2,1,0,419006
2011-02-12,962,2011-02-12,1,0,2,16,0,6,0,1,0.34,0.303,0.29,0.4179,42,103,145,12,2,2011,5,6,1,0,3,1,0,419006
2011-02-12,963,2011-02-12,1,0,2,17,0,6,0,1,0.32,0.2879,0.31,0.5224,24,113,137,12,2,2011,5,6,1,0,3,1,0,419006
2011-02-12,964,2011-02-12,1,0,2,18,0,6,0,1,0.28,0.2576,0.38,0.3284,4,60,64,12,2,2011,5,6,1,0,3,1,0,419006
2011-02-12,965,2011-02-12,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0.1642,2,39,41,12,2,2011,5,6,1,0,3,1,0,419006
2011-02-12,966,2011-02-12,1,0,2,20,0,6,0,1,0.26,0.2576,0.41,0.2239,1,39,40,12,2,2011,5,6,0,0,4,0,0,419006
2011-02-12,967,2011-02-12,1,0,2,21,0,6,0,1,0.26,0.303,0.41,0.0,9,42,51,12,2,2011,5,6,0,0,4,0,0,419006
2011-02-12,968,2011-02-12,1,0,2,22,0,6,0,1,0.24,0.2576,0.44,0.0896,6,39,45,12,2,2011,5,6,0,0,5,0,1,419006
2011-02-12,969,2011-02-12,1,0,2,23,0,6,0,1,0.22,0.2273,0.51,0.1343,1,31,32,12,2,2011,5,6,0,0,5,0,1,419006
2011-02-13,970,2011-02-13,1,0,2,0,0,0,0,1,0.2,0.2273,0.64,0.1045,5,34,39,13,2,2011,6,6,0,0,0,0,2,419006
2011-02-13,971,2011-02-13,1,0,2,1,0,0,0,1,0.2,0.2273,0.59,0.0896,1,23,24,13,2,2011,6,6,0,0,0,0,1,419006
2011-02-13,972,2011-02-13,1,0,2,2,0,0,0,2,0.2,0.2273,0.75,0.0896,1,19,20,13,2,2011,6,6,0,0,0,0,2,419006
2011-02-13,973,2011-02-13,1,0,2,3,0,0,0,2,0.2,0.2273,0.69,0.1045,4,8,12,13,2,2011,6,6,0,0,0,0,2,419006
2011-02-13,974,2011-02-13,1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0.1642,0,2,2,13,2,2011,6,6,0,0,0,0,2,419006
2011-02-13,975,2011-02-13,1,0,2,6,0,0,0,2,0.2,0.2121,0.69,0.1343,2,3,5,13,2,2011,6,6,0,0,0,0,2,419006
2011-02-13,976,2011-02-13,1,0,2,7,0,0,0,2,0.22,0.2727,0.55,0.0,0,3,3,13,2,2011,6,6,0,0,1,0,1,419006
2011-02-13,977,2011-02-13,1,0,2,8,0,0,0,2,0.22,0.2273,0.64,0.19399999999999998,1,11,12,13,2,2011,6,6,0,0,1,0,2,419006
2011-02-13,978,2011-02-13,1,0,2,9,0,0,0,2,0.24,0.2273,0.6,0.2239,12,35,47,13,2,2011,6,6,0,0,2,0,1,419006
2011-02-13,979,2011-02-13,1,0,2,10,0,0,0,1,0.3,0.2727,0.45,0.3284,19,86,105,13,2,2011,6,6,1,0,2,1,1,419006
2011-02-13,980,2011-02-13,1,0,2,11,0,0,0,1,0.32,0.2879,0.39,0.4478,26,86,112,13,2,2011,6,6,1,0,2,1,0,419006
2011-02-13,981,2011-02-13,1,0,2,12,0,0,0,1,0.36,0.3182,0.32,0.4627,58,94,152,13,2,2011,6,6,1,0,2,2,0,419006
2011-02-13,982,2011-02-13,1,0,2,13,0,0,0,1,0.38,0.3939,0.29,0.3582,62,92,154,13,2,2011,6,6,1,0,2,2,0,419006
2011-02-13,983,2011-02-13,1,0,2,14,0,0,0,2,0.4,0.4091,0.3,0.4179,51,110,161,13,2,2011,6,6,1,0,2,2,0,419006
2011-02-13,984,2011-02-13,1,0,2,15,0,0,0,2,0.4,0.4091,0.3,0.2985,40,122,162,13,2,2011,6,6,1,0,2,2,0,419006
2011-02-13,985,2011-02-13,1,0,2,16,0,0,0,2,0.42,0.4242,0.28,0.3284,28,106,134,13,2,2011,6,6,1,0,3,2,0,419006
2011-02-13,986,2011-02-13,1,0,2,17,0,0,0,1,0.42,0.4242,0.28,0.3284,30,95,125,13,2,2011,6,6,1,0,3,2,0,419006
2011-02-13,987,2011-02-13,1,0,2,18,0,0,0,1,0.4,0.4091,0.32,0.2985,17,78,95,13,2,2011,6,6,1,0,3,2,0,419006
2011-02-13,988,2011-02-13,1,0,2,19,0,0,0,1,0.4,0.4091,0.35,0.2836,11,50,61,13,2,2011,6,6,1,0,3,2,0,419006
2011-02-13,989,2011-02-13,1,0,2,20,0,0,0,1,0.4,0.4091,0.35,0.3284,15,32,47,13,2,2011,6,6,0,0,4,2,0,419006
